OBJECTID;ID_PCT;ID_MST;numero_campo;codigo_estandar;codigo_igm;tipo_subtipo;tipo_muestra;subtipo_muestra;coord_este_bogota;coord_norte_bogota;coord_este1_bta;coord_norte1_bta;latitud;longitud;altitud;origen_coord_original;coord_este_original;coord_norte_original;fecha;testigo;profundidad;profundidad_mayor;escala_muestreo;plancha;cuenca;subcuenca;tipo_celda;pais;departamento;municipio;localidad;ubicacion_geografica;proyecto;responsable;informe;ataque;malla;Preconcentracion;Preservación;Pulverizado;Secado;Tamizado;Triturado;tecnica_medicion;Ag_perc;Ag_ppb;Ag_ppm;Al_perc;Al_ppb;Al_ppm;As_perc;As_ppb;As_ppm;Au_perc;Au_ppb;Au_ppm;B_ppb;B_ppm;Ba_perc;Ba_ppb;Ba_ppm;Be_perc;Be_ppb;Be_ppm;Bi_perc;Bi_ppb;Bi_ppm;Br_perc;Br_ppb;Br_ppm;C_perc;Ca_perc;Ca_ppb;Ca_ppm;CaCO3_perc;Cd_perc;Cd_ppb;Cd_ppm;Ce_ppb;Ce_ppm;Cl_perc;Cl_ppm;Co_perc;Co_ppb;Co_ppm;Cr_perc;Cr_ppb;Cr_ppm;Cs_ppb;Cs_ppm;Cu_perc;Cu_ppb;Cu_ppm;Dy_ppb;Dy_ppm;Er_ppb;Er_ppm;Eu_ppb;Eu_ppm;Fe_perc;Fe_ppb;Fe_ppm;Ga_perc;Ga_ppb;Ga_ppm;Gd_ppb;Gd_ppm;Ge_ppb;Ge_ppm;Hf_ppb;Hf_ppm;Hg_ppb;Hg_ppm;Ho_ppb;Ho_ppm;I_ppb;I_ppm;In_ppb;In_ppm;Ir_ppb;Ir_ppm;K_perc;K_ppb;K_ppm;La_ppb;La_ppm;Li_perc;Li_ppb;Li_ppm;Lu_ppb;Lu_ppm;Mg_perc;Mg_ppb;Mg_ppm;MgCO3_perc;Mn_perc;Mn_ppb;Mn_ppm;Mo_perc;Mo_ppb;Mo_ppm;N_perc;Na_perc;Na_ppb;Na_ppm;Nb_ppb;Nb_ppm;Nd_ppb;Nd_ppm;Ni_perc;Ni_ppb;Ni_ppm;Os_ppb;Os_ppm;P_perc;P_ppm;Pb_perc;Pb_ppb;Pb_ppm;Pd_ppb;Pd_ppm;Pg_perc;Pr_ppb;Pr_ppm;Pt_ppb;Pt_ppm;R2O3_perc;Rb_perc;Rb_ppb;Rb_ppm;Re_ppb;Re_ppm;Ru_ppb;Ru_ppm;S_perc;S_ppm;Sb_perc;Sb_ppb;Sb_ppm;Sc_ppb;Sc_ppm;Se_ppb;Se_ppm;Si_perc;Si_ppb;Si_ppm;Sm_ppb;Sm_ppm;Sn_perc;Sn_ppb;Sn_ppm;Sr_perc;Sr_ppb;Sr_ppm;Ta_perc;Ta_ppb;Ta_ppm;Tb_ppb;Tb_ppm;Te_perc;Te_ppb;Te_ppm;Th_ppb;Th_ppm;Ti_perc;Ti_ppb;Ti_ppm;Tl_ppb;Tl_ppm;Tm_ppb;Tm_ppm;U_ppb;U_ppm;V_ppb;V_ppm;W_perc;W_ppb;W_ppm;Y_perc;Y_ppb;Y_ppm;Yb_ppb;Yb_ppm;Zn_perc;Zn_ppb;Zn_ppm;Zr_perc;Zr_ppb;Zr_ppm;Shape;k/Rb_ppm
116596;;;5-III-D-SL-07;;5-III-D-SL-07;;S: Sedimento;Sedimento de Lecho;1227418;1804680;1227418;1804680;;;;1-Bogotá;1227417,59;1804679,79;39209;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;24,39416;0,02439416;9,04;;90400;;;2,467185;;0,244897959;0,000244898;;7,0;;;889,3;;;0,908;;;3,119117647;;;1,0;;0,64;;6400;;;60,5;0,0605;;34,4;;129,4;;;65,84006151;;;26,1;;0,588;;;11,564;;2,78;;1,580952381;;1,238095238;2,65;;26500;;;10,8;;2,884353741;;;;10,71704648;9,69;0,00969;;0,534285714;;;;0,03895;;;3,73;;37300;;18,76190476;;;5,61816;;0,26;0,45;;4500;;;;442,6666667;;;1,21;;2,08;;20800;;21,52380952;;17,20492118;;;6,862745098;;;;213,9666667;;;11,016;;;;;4,515;;;;;;84,7;;;;;;38,906;;;0,149809524;;4,3;;0,0;76,73;;767300,0;;3,081232493;;;2,01;;;147,2;;;2,5704;;0,51;;;0,0225302;;4,855275444;;;6553,152634;;0,57;;0,249903883;;0,8025876;;61,52380952;;;355,9745;;;14,41753172;;1,53787005;;;39,9;;;310,2;;440,3778040141676
116620;;;10-II-A-SL-6C;;10-II-A-SL-6C;;S: Sedimento;Sedimento de Lecho;1237702;1795320;1237702;1795320;;;;1-Bogotá;1237702,32;1795320,35;20-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;95,17564;0,09517564;10,55;;105500;;;6,405315;;0,387755102;0,000387755;;33,0;;;916,2;;;1,228;;;0,343102941;;;1,0;;0,39;;3900;;;105,2;0,1052;;33,2;;79,8;;;47,67397155;;;13,7;;1,078;;;10,29;;2,26;;1,352380952;;0,704761905;2,88;;28800;;;11,1;;2,10430839;;;;6,981295519;11,22;0,01122;;0,446857143;;;;0,03895;;;3,26;;32600;;17,04761905;;;9,15552;;0,27;0,55;;5500;;;;359,5238095;;;2,12;;0,91;;9100;;8,952380952;;14,12918108;;;4,901960784;;;;289,5803922;;;27,438;;;;;3,885;;;;;;63,8;;;;;;439,432;;;0,414857143;;5,8;;1,0;76,69;;766900,0;;2,427637722;;;1,371;;;96,6;;;1,785;;0,38;;;0,4992953;;5,042016807;;;2418,781238;;0,71;;0,240292195;;1,0118752;;54,28571429;;;257,3985;;;12,49519416;;1,62437524;;;40,8;;;203,7;;510,97178683385584
116622;;;10-II-A-SL-7B;;10-II-A-SL-7B;;S: Sedimento;Sedimento de Lecho;1240128;1795519;1240128;1795519;;;;1-Bogotá;1240127,81;1795519,41;20-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;85,85976;0,08585976;11,88;;118800;;;4,051425;;9,153061224;0,009153061;;27,0;;;985,0;;;1,219;;;0,228735294;;;1,0;;0,3;;3000;;;84,3;0,0843;;38,7;;88,1;;;42,67589389;;;11,7;;1,47;;;12,838;;2,6;;1,571428571;;0,60952381;2,74;;27400;;;12,5;;2,458049887;;;;5,156728043;13,26;0,01326;;0,505142857;;;;0,04085;;;3,88;;38800;;19,14285714;;;9,15552;;0,3;0,7;;7000;;;;368,6666667;;;1,51;;1,03;;10300;;9,428571429;;16,62821992;;;4,607843137;;;;254,8;;;14,79;;;;;4,62;;;;;;81,2;;;;;;409,346;;;0,587714286;;6,2;;0,0;76,68;;766800,0;;2,801120448;;;1,493;;;78,8;;;1,6422;;0,44;;;0,2739933;;5,042016807;;;2329,488658;;0,52;;0,269127259;;1,0410272;;41,04761905;;;219,1195;;;14,70588235;;1,893502499;;;41,4;;;150,0;;477,83251231527095
116554;;;2-IV-D-SL-20;;2-IV-D-SL-20;;S: Sedimento;Sedimento de Lecho;1264963;1842694;1264963;1842694;;;;1-Bogotá;1264962,96;1842694,34;31-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;124,3718;0,1243718;10,27;;102700;;;6,629385;;0,612244898;0,000612245;;37,0;;;450,6;;;1,323;;;0,135161765;;;1,0;;0,33;;3300;;;233,4;0,2334;;41,7;;45,5;;;64,20607459;;;62,4;;2,842;;;25,088;;2,72;;1,4;;0,80952381;3,9;;39000;;;10,6;;2,875283447;;;;5,707274625;14,79;0,01479;;0,485714286;;;;0,04085;;;1,96;;19600;;21,42857143;;;26,42616;;0,23;0,51;;5100;;;;394,8571429;;;1,25;;1,04;;10400;;7,142857143;;18,83890811;;;22,35294118;;;;458,0058824;;;13,566;;;;;5,145;;;;;;59,2;;;;;;209,72;;;1,083238095;;8,4;;1,0;76,61;;766100,0;;3,361344538;;;1,259;;;83,7;;;1,7544;;0,5;;;0,0435708;;7,56302521;;;2987,889273;;0,45;;0,230680507;;1,3135674;;77,33333333;;;312,1405;;;13,84083045;;1,432141484;;;73,5;;;211,5;;331,08108108108104
116612;;;10-II-A-SL-4A;;10-II-A-SL-4A;;S: Sedimento;Sedimento de Lecho;1246895;1799698;1246895;1799698;;;;1-Bogotá;1246894,84;1799697,8;18-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;61,75372;0,06175372;10,18;;101800;;;7,082565;;0,275510204;0,00027551;;25,0;;;712,4;;;1,048;;;0,114367647;;;1,0;;0,72;;7200;;;72,7;0,0727;;31,3;;86,6;;;51,71088043;;;19,1;;1,666;;;10,976;;2,39;;1,419047619;;0,8;3,65;;36500;;;10,9;;2,267573696;;;;6,359232048;16,83;0,01683;;0,466285714;;;;0,0399;;;3,28;;32800;;17,04761905;;;12,17268;;0,25;0,89;;8900;;;;429,4285714;;;0,86;;1,33;;13300;;8,857142857;;14,22529796;;;7,058823529;;;;250,2843137;;;15,198;;;;;3,885;;;;;;78,1;;;;;;180,222;;;0,403333333;;7,4;;0,0;76,47;;764700,0;;2,521008403;;;1,045;;;93,9;;;1,9686;;0,42;;;0,0285817;;4,761904762;;;3141,772395;;0,46;;0,240292195;;1,110091;;70,0;;;264,3675;;;13,55247982;;1,509034987;;;50,4;;;185,5;;419,97439180537776
116552;;;2-IV-D-SL-15B;;2-IV-D-SL-15B;;S: Sedimento;Sedimento de Lecho;1263966;1844797;1263966;1844797;;;;1-Bogotá;1263965,79;1844797,15;30-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;80,38548;0,08038548;4,02;;40200;;;3,645285;;0,336734694;0,000336735;;18,0;;;316,5;;;0,794;;;6,238235294;;;0,0;;0,28;;2800;;;145,8;0,1458;;24,7;;49,1;;;90,73433295;;;28,1;;1,274;;;9,604;;1,65;;0,885714286;;0,485714286;1,4;;14000;;;4,9;;1,841269841;;;;4,844574875;9,69;0,00969;;0,301142857;;;;0,02185;;;1,38;;13800;;13,23809524;;;10,404;;0,15;0,26;;2600;;;;186,0;;;0,96;;0,77;;7700;;4,380952381;;11,72625913;;;13,23529412;;;;187,1607843;;;9,078;;;;;3,15;;;;;;43,4;;;;;;29,694;;;0,311142857;;3,5;;0,0;76,2;;762000,0;;2,147525677;;;1,051;;;60,9;;;1,1322;;0,31;;;0,0552083;;4,108309991;;;1354,479047;;0,32;;0,134563629;;0,8174018;;29,04761905;;;470,5085;;;8,746635909;;0,893886967;;;29,9;;;156,5;;317,97235023041475
116600;;;5-III-D-SL-12B;;5-III-D-SL-12B;;S: Sedimento;Sedimento de Lecho;1226727;1801432;1226727;1801432;;;;1-Bogotá;1226727,12;1801431,51;39209;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;55,60716;0,05560716;10,14;;101400;;;2,95071;;0,448979592;0,00044898;;17,0;;;768,3;;;0,987;;;5,198529412;;;1,0;;0,67;;6700;;;457,9;0,4579;;36,2;;132,5;;;54,11380238;;;35,3;;1,372;;;11,074;;3,02;;1,60952381;;1,342857143;2,49;;24900;;;11,5;;2,993197279;;;;7,255713329;11,73;0,01173;;0,573142857;;;;0,0361;;;3,23;;32300;;20,0952381;;;12,17268;;0,28;0,62;;6200;;;;266,0952381;;;1,05;;1,77;;17700;;8,19047619;;18,74279123;;;11,66666667;;;;380,9509804;;;11,934;;;;;4,83;;;;;;72,9;;;;;;93,786;;;0,460952381;;5,9;;0,0;75,91;;759100,0;;3,454715219;;;2,054;;;129,7;;;1,6626;;0,55;;;0,0415226;;5,135387488;;;2809,400231;;0,57;;0,259515571;;0,8365792;;56,76190476;;;270,6295;;;15,95540177;;1,633986928;;;67,1;;;225,1;;443,0727023319616
116546;;;2-IV-D-SL-08;;2-IV-D-SL-08;;S: Sedimento;Sedimento de Lecho;1256808;1846401;1256808;1846401;;;;1-Bogotá;1256807,95;1846401,11;29-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;69,34088;0,06934088;11,34;;113400;;;1,531635;;0,93877551;0,000938776;;9,0;;;570,6;;;1,012;;;0,457470588;;;1,0;;3,06;;30600;;;181,5;0,1815;;46,4;;67,5;;;66,99346405;;;42,8;;0,882;;;16,66;;3,54;;1,971428571;;1,095238095;4,01;;40100;;;12,8;;3,56462585;;;;8,021138756;11,22;0,01122;;0,689714286;;;;0,03705;;;1,45;;14500;;22,19047619;;;7,803;;0,35;1,25;;12500;;;;643,1428571;;;1,08;;2,5;;25000;;8,285714286;;22,58746636;;;12,15686275;;;;495,8607843;;;11,118;;;;;5,88;;;;;;33,5;;;;;;38,122;;;0,218952381;;10,1;;0,0;75,81;;758100,0;;4,108309991;;;0,958;;;324,9;;;2,0604;;0,63;;;0,073549;;6,535947712;;;3104,094579;;0,24;;0,326797386;;1,1906176;;90,28571429;;;341,0265;;;18,74279123;;2,06651288;;;56,9;;;185,7;;432,8358208955224
116553;;;2-IV-D-SL-17;;2-IV-D-SL-17;;S: Sedimento;Sedimento de Lecho;1253019;1842557;1253019;1842557;;;;1-Bogotá;1253018,52;1842557,03;30-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;42,7378;0,0427378;12,45;;124500;;;1,900815;;0,275510204;0,00027551;;9,0;;;698,6;;;1,178;;;8,317647059;;;1,0;;2,68;;26800;;;81,5;0,0815;;63,8;;55,4;;;61,99538639;;;40,8;;1,078;;;10,78;;3,13;;1,723809524;;1,19047619;3,9;;39000;;;14,2;;3,79138322;;;;9,199109172;8,16;0,00816;;0,582857143;;;;0,02945;;;1,76;;17600;;34,0952381;;;8,42724;;0,27;0,73;;7300;;;;461,1428571;;;1,36;;2,43;;24300;;10,0;;26,52825836;;;8,333333333;;;;443,6901961;;;8,466;;;;;7,455;;;;;;39,7;;;;;;111,132;;;0,138285714;;7,2;;0,0;75,74;;757400,0;;4,295051354;;;1,315;;;341,6;;;2,1624;;0,62;;;0,0441294;;9,710550887;;;2693,483276;;0,27;;0,288350634;;1,314764;;85,33333333;;;322,8465;;;16,62821992;;1,864667436;;;40,3;;;200,5;;443,3249370277078
116633;;;10-II-C-SL-01;;10-II-C-SL-01;;S: Sedimento;Sedimento de Lecho;1238475;1789354;1238475;1789354;;;;1-Bogotá;1238475,46;1789353,66;20-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;62,81016;0,06281016;10,78;;107800;;;3,14706;;0,836734694;0,000836735;;60,0;;;830,4;;;1,02;;;0,259926471;;;2,0;;1,08;;10800;;;204,3;0,2043;;33,9;;249,5;;;23,7408689;;;11,1;;1,176;;;9,212;;1,85;;1,066666667;;0,628571429;2,11;;21100;;;11,2;;2,095238095;;;;4,493576613;11,22;0,01122;;0,359428571;;;;0,03705;;;3,5;;35000;;17,42857143;;;12,4848;;0,2;0,48;;4800;;;;334,1904762;;;0,97;;2,5;;25000;;6,19047619;;14,60976547;;;3,529411765;;;;177,3607843;;;18,258;;;;;4,095;;;;;;69,7;;;;;;79,38;;;0,47247619;;5,0;;0,0;75,73;;757300,0;;2,427637722;;;1,198;;;153,1;;;0,9792;;0,34;;;0,0289541;;5,322128852;;;1926,566705;;0,53;;0,182622068;;0,8328998;;39,23809524;;;121,4525;;;10,0922722;;1,201460977;;;51,3;;;112,5;;502,15208034433283
116613;;;10-II-A-SL-4B;;10-II-A-SL-4B;;S: Sedimento;Sedimento de Lecho;1246710;1799386;1246710;1799386;;;;1-Bogotá;1246710,05;1799385,59;18-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;221,3722;0,2213722;10,12;;101200;;;4,36044;;0,224489796;0,00022449;;35,0;;;822,5;;;1,139;;;0,103970588;;;1,0;;0,44;;4400;;;68,6;0,0686;;35,2;;99,9;;;54,40215302;;;16,7;;1,96;;;12,054;;2,57;;1,514285714;;0,704761905;3,32;;33200;;;10,6;;2,503401361;;;;5,651825493;16,83;0,01683;;0,514857143;;;;0,0361;;;3,9;;39000;;18,76190476;;;10,82016;;0,28;0,71;;7100;;;;376,2857143;;;1,06;;1,11;;11100;;9,428571429;;16,33986928;;;5,882352941;;;;297,8431373;;;16,524;;;;;4,41;;;;;;88,6;;;;;;397,978;;;0,610761905;;6,8;;0,0;75,67;;756700,0;;2,801120448;;;1,258;;;91,8;;;1,8462;;0,45;;;0,203889;;5,135387488;;;3155,036524;;0,51;;0,269127259;;1,177976;;61,71428571;;;284,5675;;;14,60976547;;1,662821992;;;42,2;;;180,1;;440,18058690744925
116603;;;10-I-B-SL-14A;;10-I-B-SL-14A;;S: Sedimento;Sedimento de Lecho;1232633;1793959;1232633;1793959;;;;1-Bogotá;1232632,63;1793959,32;;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;143,19564;0,14319564;10,33;;103300;;;2,37174;;0,428571429;0,000428571;;36,0;;;1227,5;;;0,957;;;6,238235294;;;1,0;;0,48;;4800;;;187,9;0,1879;;41,2;;166,6;;;59,01576317;;;17,2;;2,352;;;10,388;;1,99;;1,171428571;;0,628571429;2,09;;20900;;;9,9;;2,185941043;;;;6,16340754;10,71;0,01071;;0,388571429;;;;0,02755;;;5,11;;51100;;22,38095238;;;12,06864;;0,21;0,62;;6200;;;;304,8571429;;;0,96;;1,01;;10100;;9,333333333;;17,01268743;;;7,058823529;;;;243,9431373;;;9,69;;;;;5,04;;;;;;105,3;;;;;;98,0;;;0,507047619;;4,4;;0,0;75,44;;754400,0;;2,614379085;;;0,929;;;88,8;;;2,04;;0,37;;;0,0322126;;5,882352941;;;2531,910804;;0,62;;0,192233756;;1,255178;;46,85714286;;;311,0295;;;11,24567474;;1,259131103;;;34,8;;;201,8;;485,28015194681865
116581;;;2-IV-D-SL-03B;;2-IV-D-SL-03B;;S: Sedimento;Sedimento de Lecho;1259718;1849312;1259718;1849312;;;;1-Bogotá;1259718,02;1849311,85;30-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;47,15564;0,04715564;9,27;;92700;;;2,659335;;0,214285714;0,000214286;;9,0;;;607,5;;;0,876;;;0,249529412;;;1,0;;1,95;;19500;;;97,6;0,0976;;62,2;;57,9;;;74,49058055;;;182,6;;0,98;;;14,7;;3,8;;2,123809524;;1,047619048;5,42;;54200;;;10,3;;4,235827664;;;;20,89451894;9,18;0,00918;;0,738285714;;;;0,0323;;;1,68;;16800;;31,61904762;;;7,49088;;0,38;1,21;;12100;;;;671,5238095;;;1,45;;2,09;;20900;;11,33333333;;28,83506344;;;27,15686275;;;;440,9039216;;;9,282;;;;;7,77;;;;;;40,9;;;;;;51,94;;;0,218952381;;6,7;;0,0;75,43;;754300,0;;5,042016807;;;1,554;;;236,1;;;2,4582;;0,7;;;0,0445018;;8,029878618;;;4357,939254;;0,28;;0,365244137;;1,624136;;127,8095238;;;396,9805;;;20,37677816;;2,297193387;;;53,7;;;538,8;;410,757946210269
116624;;;10-II-A-SL-11A;;10-II-A-SL-11A;;S: Sedimento;Sedimento de Lecho;1239974;1793913;1239974;1793913;;;;1-Bogotá;1239973,87;1793912,68;20-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;105,1638;0,1051638;11,2;;112000;;;6,96864;;0,612244898;0,000612245;;40,0;;;904,5;;;1,248;;;0,478264706;;;7,0;;0,52;;5200;;;207,4;0,2074;;39,5;;1931,6;;;57,67012687;;;17,1;;1,568;;;13,034;;2,45;;1,438095238;;0,79047619;2,09;;20900;;;11,4;;2,476190476;;;;8,72912168;13,26;0,01326;;0,476;;;;0,05035;;;3,65;;36500;;20,85714286;;;13,005;;0,27;0,44;;4400;;;;361,5238095;;;1,81;;2,23;;22300;;8,476190476;;16,43598616;;;6,274509804;;;;230,3;;;29,886;;;;;4,62;;;;;;78,0;;;;;;363,874;;;0,460952381;;4,5;;0,0;75,19;;751900,0;;2,89449113;;;1,94;;;108,4;;;1,8462;;0,44;;;0,0453397;;4,948646125;;;1852,172241;;0,63;;0,249903883;;1,0856264;;27,33333333;;;282,7495;;;14,22529796;;1,633986928;;;65,3;;;249,3;;467,94871794871796
116575;;;2-IV-D-SU-01;;2-IV-D-SU-01;;S: Sedimento;Suelo;1252257;1851526;1252257;1851526;;;;1-Bogotá;1252257,33;1851525,6;39176;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;80,76964;0,08076964;10,46;;104600;;;3,245865;;1,204081633;0,001204082;;22,0;;;600,3;;;1,144;;;0,166352941;;;3,0;;2,35;;23500;;;143,7;0,1437;;34,1;;466,9;;;46,71280277;;;85,6;;1,862;;;14,014;;2,42;;1,342857143;;0,79047619;2,94;;29400;;;10,9;;2,648526077;;;;6,207009103;10,71;0,01071;;0,476;;;;0,0342;;;1,81;;18100;;17,61904762;;;13,42116;;0,22;1,49;;14900;;;;386,952381;;;1,43;;1,83;;18300;;6,761904762;;17,01268743;;;35,88235294;;;;457,7176471;;;9,69;;;;;4,41;;;;;;47,9;;;;;;238,532;;;0,265047619;;7,5;;0,0;74,9;;749000,0;;3,174603175;;;1,218;;;226,8;;;1,3158;;0,47;;;0,0751317;;6,722689076;;;2546,039985;;0,34;;0,22106882;;1,26409;;59,33333333;;;204,9795;;;13,36024606;;1,384083045;;;49,7;;;192,0;;377,8705636743215
116626;;;10-II-A-SL-11C;;10-II-A-SL-11C;;S: Sedimento;Sedimento de Lecho;1237109;1793486;1237109;1793486;;;;1-Bogotá;1237108,52;1793485,81;20-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;35,34272;0,03534272;12,98;;129800;;;6,29391;;0,244897959;0,000244898;;62,0;;;1079,5;;;1,386;;;0,187147059;;;2,0;;0,47;;4700;;;124,2;0,1242;;34,1;;114,3;;;39,50403691;;;14,6;;1,47;;;7,546;;2,26;;1,371428571;;0,59047619;2,6;;26000;;;12,5;;2,185941043;;;;7,4276111;13,26;0,01326;;0,437142857;;;;0,038;;;3,72;;37200;;15,80952381;;;11,65248;;0,27;0,51;;5100;;;;530,1904762;;;1,19;;2,4;;24000;;8,095238095;;14,22529796;;;5,882352941;;;;255,2803922;;;16,524;;;;;3,99;;;;;;79,6;;;;;;185,122;;;0,449428571;;4,7;;0,0;74,67;;746700,0;;2,521008403;;;1,076;;;149,6;;;1,4178;;0,38;;;0,290472;;4,014939309;;;2048,923491;;0,6;;0,249903883;;0,85964;;39,33333333;;;197,5055;;;13,1680123;;1,605151865;;;47,0;;;217,6;;467,33668341708545
116573;;;2-IV-B-SU-14;;2-IV-B-SU-14;;S: Sedimento;Suelo;1260930;1853332;1260930;1853332;;;;1-Bogotá;1260930,27;1853331,75;28-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;99,4014;0,0994014;9,48;;94800;;;2,95071;;0,969387755;0,000969388;;23,0;;;518,3;;;1,001;;;0,145558824;;;4,0;;1,35;;13500;;;246,0;0,246;;43,6;;63,6;;;44,21376394;;;292,7;;2,058;;;22,344;;3,39;;1,838095238;;1,019047619;3,49;;34900;;;10,2;;3,337868481;;;;6,74355885;13,26;0,01326;;0,641142857;;;;0,0342;;;1,76;;17600;;21,9047619;;;15,18984;;0,29;2,03;;20300;;;;608,5714286;;;1,1;;1,53;;15300;;8,476190476;;21,14571319;;;110,3921569;;;;311,5823529;;;10,2;;;;;5,565;;;;;;49,5;;;;;;94,276;;;0,322666667;;9,2;;0,0;74,65;;746500,0;;3,921568627;;;1,315;;;147,5;;;1,2852;;0,61;;;0,0287679;;6,442577031;;;3383,506344;;0,36;;0,288350634;;1,3237232;;80,85714286;;;155,2875;;;17,97385621;;1,864667436;;;59,3;;;224,6;;355,55555555555554
116611;;;10-II-A-SL-3;;10-II-A-SL-3;;S: Sedimento;Sedimento de Lecho;1245120;1799417;1245120;1799417;;;;1-Bogotá;1245119,56;1799416,56;18-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;200,2434;0,2002434;10,01;;100100;;;4,464285;;0,602040816;0,000602041;;50,0;;;808,1;;;1,088;;;0,467867647;;;1,0;;0,39;;3900;;;94,3;0,0943;;39,4;;92,4;;;52,96039985;;;17,1;;1,764;;;14,21;;3,05;;1,79047619;;0,79047619;3,72;;37200;;;10,9;;2,911564626;;;;5,954676;13,26;0,01326;;0,592571429;;;;0,04465;;;3,97;;39700;;20,95238095;;;10,71612;;0,32;0,68;;6800;;;;369,047619;;;2,37;;0,84;;8400;;11,71428571;;18,55055748;;;5,196078431;;;;343,7686275;;;18,972;;;;;5,04;;;;;;85,8;;;;;;908,558;;;0,702952381;;7,9;;1,0;74,62;;746200,0;;3,361344538;;;1,492;;;94,4;;;1,989;;0,53;;;0,3607625;;6,349206349;;;3925,509419;;0,67;;0,30757401;;1,2368952;;75,9047619;;;264,4685;;;17,01268743;;1,912725875;;;40,9;;;192,0;;462,7039627039627
116586;;;3-III-C-SL-6-B;;3-III-C-SL-6-B;;S: Sedimento;Sedimento de Lecho;1267206;1847555;1267206;1847555;;;;1-Bogotá;1267206,07;1847554,55;29-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;52,05368;0,05205368;6,98;;69800;;;2,853165;;0,265306122;0,000265306;;10,0;;;181,9;;;0,584;;;3,119117647;;;2,0;;2,16;;21600;;;76,4;0,0764;;12,1;;64,6;;;71,22260669;;;800,1;;0,686;;;17,248;;1,46;;0,838095238;;0,428571429;3,87;;38700;;;5,8;;1,224489796;;;;1,682908635;9,69;0,00969;;0,281714286;;;;0,02565;;;0,84;;8400;;6,380952381;;;11,13228;;0,13;9,06;;90600;;;;499,8095238;;;0,52;;1,16;;11600;;2,476190476;;6,247597078;;;324,3137255;;;;183,2215686;;;5,406;;;;;1,575;;;;;;23,3;;;;;;26,264;;;0,195904762;;8,3;;0,0;74,59;;745900,0;;1,307189542;;;0,942;;;81,3;;;1,3158;;0,24;;;0,0562324;;4,948646125;;;1646,289889;;0,17;;0,144175317;;0,5463632;;58,76190476;;;261,8425;;;7,881584006;;0,83621684;;;37,5;;;52,2;;360,51502145922746
